grid_size, n_proc_tot, time
268435456 32 -1687709007.014986991882
268435456 64 -1687709928.918195962906
268435456 128 -1687710513.774195909500
268435456 256 -1687710914.227957010269
268435456 32 -1687769754.269866943359
268435456 32 909.194929838181
